#PATH-POINTS-START FIRST_MATCHLOAD
-123.325,-19.417,120,180
-123.462,-21.412,120
-123.499,-23.411,120
-123.431,-25.41,120
-123.27,-27.403,120
-123.023,-29.387,120
-122.696,-31.36,120
-122.299,-33.32,120
-121.835,-35.266,120
-121.314,-37.196,120
-120.739,-39.112,120
-120.116,-41.012,120
-119.452,-42.899,120
-118.747,-44.771,120
-118.012,-46.63,120
-117.242,-48.476,120
-116.448,-50.312,120
-115.63,-52.137,120
-114.791,-53.952,120
-113.935,-55.76,120
-113.063,-57.56,120
-112.18,-59.355,120
-111.288,-61.144,120
-110.388,-62.93,120
-109.484,-64.715,120
-108.579,-66.498,120
-107.674,-68.282,120
-106.775,-70.068,120
-105.882,-71.858,120
-105.001,-73.653,120
-104.134,-75.455,120
-103.288,-77.268,120
-102.465,-79.09,120
-101.673,-80.927,120
-100.921,-82.78,120
-100.214,-84.651,120
-99.565,-86.542,120
-98.989,-88.458,120
-98.504,-90.398,120
-98.13,-92.362,120
-97.896,-94.348,120
-97.842,-96.346,120
-98.006,-98.338,120
-98.423,-100.292,120
-99.13,-102.16,120
-100.127,-103.891,120
-101.378,-105.448,120
-102.843,-106.807,120
-104.465,-107.976,120
-106.197,-108.975,120
-108.009,-109.82,120
-109.874,-110.541,120
-111.777,-111.156,120
-113.707,-111.678,120
-115.658,-112.119,120
-117.621,-112.497,120
-119.596,-112.816,120
-121.578,-113.082,120
-123.566,-113.302,120
-125.558,-113.482,120
-127.552,-113.626,120
-129.549,-113.738,120
-131.547,-113.821,120
-133.547,-113.876,120
-135.546,-113.906,120,270
-137.546,-113.888,120
-139.546,-113.846,120
-141.545,-113.804,120
-143.545,-113.762,120
-145.544,-113.721,120
-147.544,-113.679,120
-149.544,-113.637,120
-151.543,-113.595,120
-153.543,-113.553,120
-155.542,-113.511,120
-157.542,-113.469,120
-159.541,-113.428,120
-160,-113.418,120,0
-160,-113.418,0,0
#PATH-POINTS-START FIRST_SCORE
-151.674,-115,120,270
-149.676,-115.086,120
-147.678,-115.171,120
-145.68,-115.257,120
-143.681,-115.343,120
-141.683,-115.428,120
-139.685,-115.514,120
-137.687,-115.599,120
-135.689,-115.685,120
-133.691,-115.771,120
-131.692,-115.856,120
-129.694,-115.942,120
-127.696,-116.028,120
-125.698,-116.113,120
-123.7,-116.199,120
-121.702,-116.284,120
-119.703,-116.37,120
-117.705,-116.456,120
-115.707,-116.541,120
-113.709,-116.627,120
-111.711,-116.713,120
-109.713,-116.798,120
-107.714,-116.884,120
-105.716,-116.969,120
-103.718,-117.055,120
-101.72,-117.141,120
-99.722,-117.226,120
-97.724,-117.312,120
-95.725,-117.398,120
-93.727,-117.483,120
-91.729,-117.569,120
-89.731,-117.655,120
-87.733,-117.74,120
-85.735,-117.826,120
-83.736,-117.911,120
-81.738,-117.997,120
-79.74,-118.083,120
-77.742,-118.168,120
-75.744,-118.254,120
-73.746,-118.34,120
-71.747,-118.425,120
-69.749,-118.511,120
-67.751,-118.596,120
-65.753,-118.682,120
-63.755,-118.768,120
-61.757,-118.853,120
-59.758,-118.939,120
-57.76,-119.025,120
-55.762,-119.11,120
-53.764,-119.196,120
-51.766,-119.282,120
-49.768,-119.367,120
-47.769,-119.453,120
-45.771,-119.538,120
-43.773,-119.624,120
-41.775,-119.71,120
-39.777,-119.795,120
-37.779,-119.881,120
-35,-120,120,270
-35,-120,0,270
#PATH-POINTS-START WALL_BALLS
-87.515,-120.381,120,270
-89.421,-119.774,120
-91.324,-119.157,120
-93.222,-118.53,120
-95.118,-117.89,120
-97.008,-117.237,120
-98.892,-116.568,120
-100.772,-115.885,120
-102.646,-115.186,120
-104.514,-114.472,120
-106.375,-113.739,120
-108.229,-112.988,120
-110.074,-112.217,120
-111.91,-111.423,120
-113.735,-110.606,120
-115.549,-109.763,120
-117.349,-108.892,120
-119.135,-107.992,120
-120.904,-107.058,120
-122.652,-106.086,120
-124.375,-105.071,120
-126.071,-104.012,120
-127.73,-102.895,120
-129.349,-101.721,120
-130.908,-100.469,120
-132.397,-99.134,120
-133.789,-97.699,120
-135.045,-96.144,120
-136.103,-94.449,120
-136.873,-92.607,120
-137.22,-90.642,120
-137.034,-88.658,120
-136.326,-86.794,120
-135.211,-85.139,120
-133.825,-83.7,120
-132.259,-82.457,120
-130.582,-81.368,120
-128.828,-80.408,120
-127.02,-79.554,120
-125.173,-78.788,120
-123.297,-78.097,120
-121.396,-77.474,120
-119.479,-76.905,120
-117.546,-76.39,120
-115.604,-75.916,120
-113.65,-75.486,120
-111.69,-75.092,120
-109.723,-74.73,120
-107.75,-74.4,120
-105.773,-74.101,120
-103.791,-73.827,120
-101.807,-73.579,120
-99.82,-73.354,120
-97.83,-73.15,120
-95.838,-72.969,120
-93.845,-72.807,120
-91.85,-72.664,120
-89.854,-72.54,120
-87.857,-72.433,120
-85.859,-72.343,120
-83.86,-72.269,120
-81.861,-72.211,120
-79.861,-72.167,120
-77.862,-72.138,120
-75.862,-72.123,120
-73.862,-72.121,120
-71.862,-72.132,120
-69.862,-72.155,120
-67.862,-72.191,120
-65.863,-72.238,120
-63.864,-72.299,120
-61.865,-72.372,120
-59.867,-72.455,120
-57.869,-72.548,120,180
-55.871,-72.634,120
-53.871,-72.634,120
-51.871,-72.634,120
-49.871,-72.634,120
-47.871,-72.634,120
-45.871,-72.634,120
-43.871,-72.634,120
-41.871,-72.634,120
-39.871,-72.634,120
-37.871,-72.634,120
-35.871,-72.634,120
-33.871,-72.634,120
-31.871,-72.634,120
-29.871,-72.634,120
-27.871,-72.634,120
-25.871,-72.634,120
-23.871,-72.634,120
-21.871,-72.634,120
-19.871,-72.634,120
-17.871,-72.634,120
-15.871,-72.634,120
-13.871,-72.634,120
-11.871,-72.634,120
-9.871,-72.634,120
-7.871,-72.634,120
-5.871,-72.634,120
-3.871,-72.634,120
-1.871,-72.634,120
0.129,-72.634,120
2.129,-72.634,120
4.129,-72.634,120
6.129,-72.634,120
8.129,-72.634,120
10.129,-72.634,120
12.129,-72.634,120
14.129,-72.634,120
16.129,-72.634,120
18.129,-72.634,120
20.129,-72.634,120
22.129,-72.634,120
24.129,-72.634,120
26.129,-72.634,120
28.129,-72.634,120
30.129,-72.634,120
32.129,-72.634,120
34.129,-72.634,120
36.129,-72.634,120
38.129,-72.634,120
40.129,-72.634,120
42.129,-72.634,120
44.129,-72.634,120
46.129,-72.634,120
48.129,-72.634,120
50.129,-72.634,120
52.129,-72.634,120
54.129,-72.634,120
56.129,-72.634,120
58.129,-72.634,120
60.129,-72.636,120,0
62.129,-72.66,120
64.128,-72.718,120
66.126,-72.811,120
68.121,-72.942,120
70.114,-73.11,120
72.103,-73.319,120
74.087,-73.569,120
76.066,-73.862,120
78.037,-74.2,120
80,-74.585,120
81.952,-75.017,120
83.892,-75.502,120
85.819,-76.04,120
87.729,-76.632,120
89.62,-77.281,120
91.49,-77.992,120
93.335,-78.763,120
95.152,-79.599,120
96.936,-80.502,120
98.685,-81.471,120
100.393,-82.513,120
102.055,-83.624,120
103.666,-84.809,120
105.221,-86.067,120
106.715,-87.396,120
108.141,-88.799,120
109.495,-90.27,120
110.771,-91.81,120
111.964,-93.414,120
113.074,-95.078,120
114.091,-96.8,120
115.019,-98.571,120
115.853,-100.389,120
116.594,-102.246,120
117.243,-104.138,120
117.801,-106.058,120
118.269,-108.002,120
118.652,-109.965,120
118.949,-111.943,120
119.167,-113.931,120
119.308,-115.925,120
119.378,-117.924,120
119.415,-119.924,120,0
119.472,-121.923,120
119.529,-123.922,120
119.585,-125.921,120
119.642,-127.92,120
119.699,-129.92,120
119.755,-131.919,120
119.812,-133.918,120
119.868,-135.917,120
119.925,-137.916,120
119.982,-139.916,120
120.038,-141.915,120
120.095,-143.914,120
120.152,-145.913,120
120.208,-147.912,120
120.265,-149.912,120
120.322,-151.911,120
120.381,-154,120,0
120.381,-154,0,0
#PATH-POINTS-START Prepare for 2nd matchloader
124.359,-155.196,120,0
124.336,-153.196,120
124.314,-151.196,120
124.292,-149.196,120
124.27,-147.196,120
124.245,-145.196,120
124.215,-143.197,120
124.18,-141.197,120
124.137,-139.197,120
124.081,-137.198,120
124.007,-135.199,120
123.912,-133.202,120
123.785,-131.206,120
123.616,-129.213,120
123.388,-127.226,120
123.079,-125.25,120
122.655,-123.296,120
122.067,-121.386,120
121.248,-119.563,120
120.127,-117.911,120
118.682,-116.534,120
116.975,-115.498,120
115.113,-114.774,120
113.175,-114.286,120
111.202,-113.961,120
109.213,-113.747,120
107.218,-113.609,120
105.22,-113.521,120
103.221,-113.469,120
101.221,-113.439,120
99.221,-113.425,120
97.221,-113.419,120
95.221,-113.418,120,0
93.221,-113.418,120
91.221,-113.418,120
89.221,-113.418,120
87.221,-113.418,120
85.221,-113.418,120
83.221,-113.418,120
81.221,-113.418,120
79.221,-113.418,120
77.221,-113.418,120
75.221,-113.418,120
73.221,-113.418,120
71.221,-113.418,120
69.221,-113.418,120
67.221,-113.418,120
65.221,-113.418,120
63.221,-113.418,120
61.221,-113.418,120
59.221,-113.418,120
57.221,-113.418,120
55.221,-113.418,120
53.221,-113.418,120
51.221,-113.418,120
50,-113.418,120,0
50,-113.418,0,0
#PATH-POINTS-START second Matchload
68.158,-114,120,0
70.158,-114,120
72.158,-114,120
74.158,-114,120
76.158,-114,120
78.158,-114,120
80.158,-114,120
82.158,-114,120
84.158,-114,120
86.158,-114,120
88.158,-114,120
90.158,-114,120
92.158,-114,120
94.158,-114,120
96.158,-114,120
98.158,-114,120
100.158,-114,120
102.158,-114,120
104.158,-114,120
106.158,-114,120
108.158,-114,120
110.158,-114,120
112.158,-114,120
114.158,-114,120
116.158,-114,120
118.158,-114,120
120.158,-114,120
122.158,-114,120
124.158,-114,120
126.158,-114,120
128.158,-114,120
130.158,-114,120
132.158,-114,120
134.158,-114,120
136.158,-114,120
138.158,-114,120
140.158,-114,120
142.158,-114,120
144.158,-114,120
145,-114,120,0
145,-114,0,0
#PATH-POINTS-START second score
171.111,-113.418,120,90
169.111,-113.418,120
167.111,-113.418,120
165.111,-113.418,120
163.111,-113.418,120
161.111,-113.418,120
159.111,-113.418,120
157.111,-113.418,120
155.111,-113.418,120
153.111,-113.418,120
151.111,-113.418,120
149.111,-113.418,120
147.111,-113.418,120
145.111,-113.418,120
143.111,-113.418,120
141.111,-113.418,120
139.111,-113.418,120
137.111,-113.418,120
135.111,-113.418,120
133.111,-113.418,120
131.111,-113.418,120
129.111,-113.418,120
127.111,-113.418,120
125.111,-113.418,120
123.111,-113.418,120
121.111,-113.418,120
119.111,-113.418,120
117.111,-113.418,120
115.111,-113.418,120
113.111,-113.418,120
111.111,-113.418,120
109.111,-113.418,120
107.111,-113.418,120
105.111,-113.418,120
103.111,-113.418,120
101.111,-113.418,120
99.111,-113.418,120
97.111,-113.418,120
95.111,-113.418,120
93.111,-113.418,120
91.111,-113.418,120
89.111,-113.418,120
87.111,-113.418,120
85.111,-113.418,120
83.111,-113.418,120
81.111,-113.418,120
79.111,-113.418,120
77.111,-113.418,120
75.111,-113.418,120
73.111,-113.418,120
71.111,-113.418,120
69.111,-113.418,120
67.111,-113.418,120
65.111,-113.418,120
63.111,-113.418,120
61.111,-113.418,120
59.111,-113.418,120
57.111,-113.418,120
55.111,-113.418,120
53.111,-113.418,120
51.111,-113.418,120
49.111,-113.418,120
47.111,-113.418,120
45,-113.418,120,90
45,-113.418,0,90
#PATH-POINTS-START park
70.645,-121.375,120,90
72.644,-121.415,120
74.644,-121.438,120
76.644,-121.444,120
78.644,-121.429,120
80.644,-121.389,120
82.643,-121.328,120
84.641,-121.246,120
86.638,-121.142,120
88.634,-121.009,120
90.627,-120.85,120
92.619,-120.665,120
94.607,-120.453,120
96.593,-120.212,120
98.574,-119.941,120
100.551,-119.639,120
102.523,-119.302,120
104.488,-118.931,120
106.446,-118.522,120
108.395,-118.075,120
110.334,-117.586,120
112.262,-117.055,120
114.177,-116.478,120
116.077,-115.853,120
117.96,-115.179,120
119.823,-114.453,120
121.663,-113.668,120
123.474,-112.82,120
125.255,-111.91,120
126.999,-110.933,120
128.699,-109.879,120
130.351,-108.752,120
131.939,-107.537,120
133.46,-106.24,120
134.901,-104.853,120
136.239,-103.367,120
137.465,-101.787,120
138.557,-100.113,120
139.495,-98.348,120
140.258,-96.501,120
140.824,-94.584,120
141.178,-92.617,120
141.311,-90.622,120
141.211,-88.626,120
140.888,-86.654,120
140.356,-84.727,120
139.63,-82.864,120
138.731,-81.079,120
137.677,-79.38,120
136.489,-77.773,120
135.185,-76.257,120
133.782,-74.832,120
132.289,-73.502,120
130.722,-72.259,120
129.094,-71.098,120
127.408,-70.023,120
125.676,-69.023,120
123.902,-68.101,120
122.094,-67.245,120
120.254,-66.464,120
118.388,-65.743,120
116.499,-65.086,120
114.59,-64.491,120
112.665,-63.951,120
110.725,-63.463,120
108.772,-63.031,120
106.809,-62.651,120
104.837,-62.319,120
102.857,-62.032,120
100.872,-61.79,120
98.882,-61.591,120
96.888,-61.434,120
94.892,-61.318,120
92.893,-61.24,120
90.894,-61.201,120,0
88.896,-61.117,120
86.897,-61.06,120
